,0
545,if i could give lower i would. sent out as a third party vendor to repair a home warranty issue on my refrigerator. rawn said he wasn't sure what was wrong and called his manager. said they weren't going to do a full repair but out of the goodness of their heart they would put in more freon. he said when it stopped working again call the company. lazy and unprofessional as can be. never use this company and kick them out when they show up.
546,"i purchased a sectional from pruitt's a year and a half ago.  this was one of the more expensive ones on the floor.  about 7 months after using it (just my son and i), the tufts came out.  pruitt's sent someone to my house to repair it.  6 months later, the tufts are again out of almost all of the cushions.  i just called to have it repaired again and now they want to charge me, with no guarantee that the tufts won't pop out again in 6 months, and every 6 months forever."
547,website advertises that they repair cameras. they do not. they box it up for $25 and ship them off to be repaired. seems a bit misleading to me.
548,ripoff that charged me $104.00 to tell me what 5 other places already told me. then they told me it would be $ 1500 to$ 2400 for head casket repair. the highest estimate i got for 5 other places.
549,"my son saw a 5th wheel that he liked there, he ask me to ride with him  to check it out ,i found several flaws in it ,they assured us if he bought it , someone would come out to fix the flaws, i wrote a check for full amount ,no one ever called about making repairs .when my son called them ,they basically gave him the run around, in my opinion  the place has damaged, or inventory that not up to top par,(not top quality products)its a bit of a scam the way they advertise,"
550,"would not recommend this company.  .  they are taking advantage of seniors who need repair saying that we need a new ac unit .  i have a small house, over 40 years old, only 1315 sf.  they quoted me $10,000.  found out they installed  the smallest unit available. they are dishonest. . do not call them."
551,"called them for an estimate on repair to roof/pergola.  he came out and looked at the job.  got on the roof and everything.  then called a week later saying he was still working on the estimate and he had to send a framer over to look.  and that was the end of any communication.  not even an i can't do the job or anything.  if you can't do the job, just say so.  don't waste everybody's time."
552,"worst builder i have ever had.  they take no pride in their workmanship or the trades they hire.  i would never recommend a friend or relative to buy a cresleigh home.  the problems that you will experience are throughout the neighborhood; paint chipping off after couple days, garages flooding due to driveway not being graded correctly, fixtures not installed properly, major cracks inside the house, windows leaking, plumbing having to be torn out due to being installed in wrong location, doors installed after walk thru and not painted, repairs taking 5 months, repairs take them 3 times and still not done correctly.  their famous words are, ""it's within our standards.""  which are bottoms of the line standards.  don't waste your money!"
553,met with owner to try and resolve my issue very disappointed with nothing being done i will not us this business ever again for any of my repairs.   i am not happy with nothing being done at all after our meeting.   it was a waste of my time.
554,"terrible company.  would not recommend them.  my warranty company needed them to make a second visit to my house for a 2nd review of a covered repair. they refused.

my warranty company has now assigned a different company to complete the repair."
555,"today these guys wanted 8k to replace one of the ac units and they said that was for the cheap one and a good one would be 14k. then they said the part that's in the attic that dispenses the air needed to be replaced as well but when he went and looked at it he said the other one for the other ac unit was in the way so he would have to replace them both. at this point it sounded like a scam. 

then they said they would leave a portable unit there for us overnight because there are two newborn babies in the house. but when they weren't sure we were going to spend 10k + with them suddenly they didn't want to leave the portable. 

needless to say we decided to get another quote and remembered there was an ac guy at church. he said if we wanted to spend 10k we could have a weekend at the red rock with the families and have a ton of fun and fix the ac. 

if you go with this company i would recommend getting a second opinion.

update: the repair cost 150$."
556,"lashes applied on a saturday morning. they where first wet monday morning in my shower. post shower i lost a quarter of them upon brushing.

i called i think tuesday or wednesday after seeing more loss. sassy where kind to offer an appt thursday but with my husband away and no baby sitting cover i couldn't make it until friday.

the time allocated to me to ""fix"" the problem was a whole 30 minutes! a full set takes 2 hrs.

i didn't  bother to turn up to the offered ""fix"" appt. a rushed 30 minute botch repair doesn't solve losing 90% of your lashes."
557,"we had work done with this company , numerous problems , when the salesman sold us the job he stated""you will have no more water problems"" the job was done - the first heavy rain water seeped into the basement , keystone came out made repairs another 3 months water once again they placed a plastic barrier on the walls which corrected the problem , at least we thought , water once again the floor in certain spots is damp even with a dehumidifier once again they come out and did a drill test their final conclusion water is coming in from ground water due too the fact your concrete basement floor is to thin wish they would have told us this to start with , i could have used the $10,500 on something else."
558,"our ac motor went out, juan their repair technician replaced the motor, wanted $700 for the motor. the motor was way to loud and next day it started going out, so we were without the ac all night and next day thanks to their work. when i called the next day and complaint asking them what kind of motors do they install that only last one day, they told me they don't know and to find somebody ales to fix it. so this is what you gonna be dealing with if you go with them. stay away from this company."
559,too bad i give these guys a negative star....my upstairs ac was blowing hot air and i called precision air to come and give me a diagnostic. the tech was here sunday afternoon and told me that to repair my unit would be between $4200 and $4800 to repair. he said i needed a new capacitor and motor or i could just replace the whole unit. i decided to get a second opinion. thank the good lord i did because they were definitely trying to rip us off. i had the parts replaced for $500. quite the difference.  do not use this company. they will charge you way more than what they should.
560,"great plumber if you can get him to your house. we used him for a couple small warranty repairs with no issues. when i tried to get him to come complete a job and write an estimate for a large job he would not show up. we had 3 appointments that he no showed for and when he finally came, he never provided me the written estimate. 

save your patience and call someone else. it doesn't matter how good a plumber is if they miss appointments without calling. i was very disappointed in this company."
561,"we  bought  a  groupon  for  an  a/c   inspection / tune up  which  was  supposed  to  be  worth  over  $ 100,-    technician  stated that he did  not  find  any  problems.

a  few  months  later  we  sold  the  house  and  the  buyer  ordered  a  home  inspection.   the  report  from the  home  inspector  (not  an  air  conditioning  specialist ...!)   showed   that  the  side  panel  from  the  air  handler  was  lose due  to  several  missing  screws  and  the  a/c  was  blowing  cold  air  into  the  attic.  

our  realtor   called  autumn air  and  of  course, their  answer  was ""when  our  technician  inspected  the  a/c  everything  was  perfect.... ""  between  the  lines:  ""we  went  into  the  attic and  removed the  screws because  we  needed  them  to  repair  our  kid's  toys"".  

nobody  went  into  the  attic  between  autumn air's  inspection and  the  inspection  of  the  home  inspector.   

safe  your  money,  these  guys  are  totally  unprofessional  and  unethical."
562,"used this company when it was a billion degrees and we needed a quick repair to keep our kids and dogs cool. seemed ok couple of years ago. called them about a week ago, downstairs unit not cooling. the texts from my husband started at a couple hundred dollars and went up to $14k by the time they left. needed 2 new units on a 10 year old house? really? a week later, due to our schedule being bad, another company came out, about 30 minutes of work, and my downstairs is ice cold. we'll never call one hour again."
563,i would not recommend them s place. checked in and went to our room. walk in and the room is in major need of repairs. wasn't even a door on the bath room.
564,"assigned by my home warranty company. horrible repair! they are just out to replace everything possible (and try to charge you, saying the home warranty would not cover it). luckily i understand a little bit about the repair that had to be done and was able to stop the guy from screwing me!"
565,"this is literally the worst company out there. our hoa spent $45k to get 8 buildings reroofed in 2014. very, very very long story short, they came in, did extremely bad work and now refuse to answer calls and emails. we've had leaks at every single roof!! that's right, all 8 roofs had issues with them. the board has tried contacting them dozens and dozens of times to try to get them to come out and fix the repairs and they are ducking all calls and emails. 

the warranty is for 10 years for parts and labor!!!

complete thieves, next step is we're filing a complaint with the contractors board.

do yourself a favor and stay away from these crooked ""roofers""."
566,"the plumber claimed that there was no way to repair the leaky faucet in my bathroom and that i would have to replace both faucets  so they would match.  
i didn't believe him so i had another plumber look at it and i turned out the valves from the wall were leaking. 

i ended up paying $69 for collins to do nothing."
567,"heritage was used by our builder, fulton. they left a large, unsightly & unsanitary gap at the range. they acknowledged their mistake in cutting the opening too large but still haven't repaired. there were more  issues/this company, send a message for more details. buyer beware."
568,"the worst company you can request for fixing your water issues! they come in with the religious pitch so you can trust them, and they do a half ass job, they even ran the pipe away from the pump so when the water came in, it still flooded my basement. brian (the boss) even laughed when i told him about my issue and refused to come out to fix it because i didn't send in my yearly $25. so i had a friend of mine do the repair. do not call this company ever, they are scam artist and they have non-reliable workers."
569,"i was in a hurry to get my muffler fixed. so made the mistake of coming here. it was noon, stated that i would need the repair before 5pm. i got the whole"" you need a new catalytic converter business or you won't e-check."" told them you t had just passed e-check. was told that they had to take the whole system off anyway because they couldn't fabricate a part. they put the truck on the rack cut the exhaust system off and there it sat untouched for five hours. at six pm. they were finished, told me that they had to fabricate a part is why it took so long. cost was over $1000. i will never return here."
570,"updating to include that now the shower is leaking water into our kitchen!!!! i am livid. will update as the never-ending problems with this renovation are handle.

updated june 5th to reflect leak issue repaired and messy grout job redone. after all this i finally have the bathroom i've always wanted now."
571,"called them to come and give me an estimate on my two balconies that need repair.  daniel came out the 21st of dec. and said he would send me an email with the estimate later that evening.  no estimate came that evening.  the holidays came and went, and on the 26th of dec. i texted daniel asking for my estimate again, and he replied much later that day to tell me i would get the estimate today.  so far, no estimate, but it really doesn't matter at this point.  he has already lost the job.  another contractor who doesn't do what they say they will."
572,"fired from the job nine weeks into a five week home renovation, they attempted to charge an additional $3,000 for architectural drawings despite no structural changes to the house. matter was forwarded to the board of contractors."
573,"a bunch of liars and crooks. they don't do the repairs they say they will, and then have the audacity to bill you for the repairs that they didn't do.

they are on ontario government's consumer beware list, and for good reason."
574,"i used this company a couple of months ago. they were extremely unreliable. they did not show up in the timeframe that they allotted. i had to keep communicating with them at least a dozen times for them to tell me that they could come around midnight. i gave them the benefit of the doubt because i needed furniture moved and rescheduled for two days later. they only had about 10 items to move which were large, heavy pieces. unfortunately they damaged one of the pieces as well as put two large marks in my walls. i filed a claim for the furniture as well as spoke with the manager a couple of different times and still have not heard anything about getting it repaired or reimbursed.
i highly recommend that you do not use this company!!"
575,"as a contractor mike at jolly plumbing worked for me on a home but failed to let me know that jolly plumbing was no longer licensed!  mike then  made a deal with the the same homeowner still without a license and tore up customers house for close to three months, this is when we found out he had no license. a family of six was without kitchen sink, dish washer, laundry and bathroom, finally homeowner so frustrating called another contractor who repaired everything that mike had damaged. mike has at every step of this whole ordeal lied and has continued to lie, he is not trustworthy. my recommendation is do not use this man or jolly plumbing. he will take your money and abandon project. we are going forward with the register of contractors concerning this matter."
576,"be weary of contacting owens chimney. we had them come out to clean our chimney and they basically told us that the inside of it had vertical cracks in it and that if we keep using it, it might set our house on fire! they also gave us a few hefty quotes to ""fix"" the issue (install new piping and extend the chimney or create a gas log fireplace). we got a second opinion and the second company found nothing wrong with our chimney and said that it hadn't even been cleaned. apparently, according to the owner of the second company, owens has a history of lying to their customers, showing pictures and videos that are not even from the chimney being inspected, and trying to trick customers into thinking their chimneys are in disrepair."
577,updating to include that now the shower is leaking water into our kitchen!!!! i am livid. will update as the never-ending problems with this renovation are handled.
578,"beware. this place will charge you outrageous move out fees to renovate your place to brand new conditions, regardless of how long you occupied. most tenants are charged upwards to $1000 in fees. many have claimed to never being informed of the fees and being sent straight collections, ruining their chances of future renting and owning property. the property is extremely slow for maintenance and repairs, some of which, you will be charged for. updates are out of the question. the property manager, veronica, never greets with any kindness or respect. the company that runs this place is deplorable. the negative reviews are very accurate. memories of this place will haunt you well after you leave. you have been warned."
579,"do not use a peoria to install or repair air conditioners! they installed a new air conditioner, after 3 visits to get it working after the disastrous install we had to pay additional 1500.00 to completely redo and fix the install. 
the new company found numerous mistakes, it never would have worked with a peorias installation. a peoria would not help with the additional cost. 
so sad to do this to a customer, wish we could give negative stars.
surprise az"
580,"just moved out after 12 months. way over priced for thin walls and incompetent leasing agents. the front office has no clue what they are doing. all repair requests had to been done multiple times to get things fixed. they screwed up the accounting multiple times and have these ""mystery fees"". this complex has more than it's fair share of shady tenants as well. stay away from this place!!!"
581,stay away!!!! find a real professional company!!! paid a bunch of money for them to tell me they could repair a simple gas leak.
582,i echo other reviews.  technician was 2 hours later than the scheduled window and when he arrived was dishonest in his assessment of the repairs on our unit.  naturally recommended replacement.  got another opinion and a simple fix.  better to get at least one other opinion if you are dealing with this company.
583,do not go their bad business their all liars . it took a month and a half to paint my truck and do repairs they drag their feet doing the job . not professional at all go somewhere else. turned them in too bbb still didn't finish my truck when i picked it up . isurance company actual got ripped off from this company. truck had a few runs from the paint job.
584,"sorry guys. i thought i'd found a good place but i had the same issue that another reviewer had. the told me i needed a very expensive repair that was not needed. i was really hoping that wasn't the case. ruling people off is just wrong and it won't get you more customers 
do yourself a favor and at least get a find opinion if they tell you you need an expensive repair"
585,"cost of repairs for land rovers is as high as the rumors state they are. i take my land rover to clint at mad city rovers off at stewart st (fish hatchery) and its nearly 1/6 the cost. 
clint is honest, hardworking, and a former employee of fields that left bc he didn't agree with the amt of $ they charged for minor repairs."
586,"i had a great experience with corey, my salesperson. the following review doesn't effect my experience, but rather the item. i bought a piece of jewelry, and was told that it was platinum. however, when i went to have the piece repaired, i was informed it was actually 14k white gold."
587,"used them once in the past, but just experienced a plumbing issue in a new house and called them.  was given a 1-3 hour time frame for a repair person to arrive.  after over 2 hours of waiting, someone called and said never mind, we don't have anyone available this weekend.  thanks for wasting my time."
588,"had roof checked out before purchasing current home 6 months ago and according to the inspector and the crew, only needed a half dozen tiles replaced. one large storm and these months later, my roof is in""rough shape"" and an estimate of over $12k given! for repairs, mind you, not replacement of roof. many pictures taken by the roofer but never sent to us so that we could even consider fixing it. i called and emailed to at least do our part on communicating. high cost, poor follow-through--there are
 too many competitors out there to be bothered with this company."
589,"they were good in helping to evict a tenant and they did fine me a new tenant. they  keep the pet security, even though i was taking the risk of the pet in my rental.  my big complaint is any repairs that need to be done had to be with there repair guys. the work was sub-par and expensive i did know this until i came to sale the house. i have had to redo a lot of their repairs. this including replacing my counter top because they installed a new dishwasher and put a screw hole up into the counter top causing a large hole that could not be repaired. then when i wanted to sale my home they made it very hard for me including putting the utilities in there name after i told them i was taking control of the house. this went on for three weeks. they wanted to sale my home and i already had a realtor. i would not recommend them."
590,"overrated and expensive.  if you are looking for quality repairs, they take too many shortcuts and don't do the job fully right.  if you are looking for economical repairs, they overcharge you for what you get.  go to artisan bodyworks and ask for martin to get the same or better quality repair for much much less."
591,"their work and response time was very good; however, the costs were way too high.  they came out on a sunday to repair an electrical problem that turned out to be a main circuit breaker and one gfci outlet.  the total bill came out to be $1435.00.  they charged $399.00 just for diagnostics, which could have easily been done with a simple multi meter  (measures current continuity, volts, amps, and resistance).  i would not recommend them to anyone because their costs are too high.

ken b."
592,"terribly, unbelievably rude staff. i walked in with a repair, and was essentially yelled at by the guy behind the counter, for apparently giving incorrect details about my vacuum that i need fixed, which i did not obviously. extremely unprofessional. save your self respect, go anywhere else."
593,"had various repairs done to satisfy a home buyer. 
felt the fees were pretty steep. also the repairman got dirty fingerprints all over the walls where he was working. this was all freshly painted so i was very, very unhappy. i would not use them again personally."
594,"i've used this warranty company for years and i was frustrated with how they wouldn't repair things when they were not ""installed properly"" even they did a inspection on the house before i signed up.  now they are charging $600 some dollars to replace the water heater at my rental due to ""other costs"".  $600 is enough to buy a brand new heater and installed by a plumber!  i am switching warranty company to fidelity home warranty where if you get comprehensive coverage, they would repair things that were not installed property.  hope fidelity won't disappoint me :)"
595,"my stay was welcomed by a sales agent pushing me to go to one of there timeshare sales meets; she tricked me by thinking she was showing me the registration desk, i quickly realized i was in the middle of a sales pitch; the room was to be at the updated tower but it was poorly updated; more of a quick renovation with a door handel missing from the closet and melody on the shower lamp; not impressed at all..."
596,pretty cheap looking place. they could definitely do with a renovation. funny standup though. waiters are shit. we were seated in a terrible spot right by the kitchen and bathroom. pretty much where most of the traffic is. worth about half the entrance fee imo.
597,"i called j&d 3 times, on 3 different days, leaving a detailed vm each time regarding the problem and asking whether it was available to repair it - i received no response. given the good reviews, this was particularly disappointing."
598,"terrible experience! their technician literally ruined my home when the ceiling came down from a leak in the attic that he refused to check and repair. they also refused to refund my money, this company has zero integrity!  will be reporting this to the bbb. after reading this comment below from tonya, it sounds like penguin is grasping for straws. pictures don't lie and typing up a book of excuses  doesn't help their company look any more honest. they have several bad reviews and i wish i would have read them before i used this sleazy company.terrible experience! their technician literally ruined my home when the ceiling came down from a leak in the attic that he refused to check and repair. they also refused to refund my money, this company has zero integrity!  will be reporting this to the bbb. after reading this comment below from tonya, it sounds like penguin is grasping for straws. pictures don't lie and typing up a book of excuses  doesn't help their company look any more honest. they have several bad reviews and i wish i would have read them before i used this sleazy company.

photo of penguin air & plumbing - phoenix, az, united states. this is the aftermath of using penguin air"
599,"they showed up 5 days early without even a call or letting me know, then worked for about an hour and left. they sent me no pictures or explanation or what was replaced or repaired. when i called and left a message and emailed trying to get information on what they actually did; i was ignored on both fronts. what a way to spend 878 on a roof repair, total lack of professionalism, they just came out when they felt like; did what they felt like with no proof or explanation, and then ignored contact attempts."
600,"i would strongly recommend that you use a different electrician - these guys charge $150 per hour, and are not professional in appearance or in their work product.  i'll have to get someone else out to fix the items that i had them repair.  i only gave 1 star to be kind."
601,"called this company to get an estimate for a number of plumbing repairs in my home. everything was going fine until they smelled an opportunity to rip me off as contractors are wont to do.

i had a steam shower heating unit which needed to be replaced. it didn't look like such a complicated job and it turned out not to be. i had someone install it in just a few hours.

the new unit cost around $1,400 on amazon and also from several plumbing supply places on the internet.

so how much do you think pure plumbing wanted to charge me for a few hours labor? plumbers are expensive, right? $50 an hour? $100 an hour? $150 an hour?

well, the total for the parts and materials was $3,845 plus a ""15% discount"" for a total of $3,268. 15% discount from what? that should have been a red flag (not that it mattered - i didn't use them anyway). give me an estimate. don't give me an estimate and then a b.s. ""discount."" discount from what? your own price? next time i give someone an estimate, i think i'll tell them, ""$50,000 plus a 90% discount for a total of $5,000.""

anyway, assuming that they pay the same amount for the unit as i can from just about anywhere, that leaves them with around $1,900 in labor for a 3 hour job.

let's be generous and say it takes them 4 hours. that's a mere $467 an hour. no thanks, unless you are going to do my taxes and give me a medical exam also.

good luck with this company. i cannot say how they would have done with the various jobs i was given an estimate for, but i am not going to find out. i will never do business with a company that thinks that they can charge me a ""set fee"" for a job which really is some outrageous $ per hour. this is all too common in the business world. i always ask or estimate how much time a contractor or worker is going to spend doing a job at my house and the price better be commensurate with that time."
602,"after 5 months and 5 visits our dishwasher still has the same problem we called about in the first place. we are forced to use them by home warranty.  they have given a 4 hour window of arrival all 5 times and have come 20 minutes later than that time frame on 2 occasions. we are at 23 hours of waiting for this company. they claim to need a part and will call when it comes in. my husband calls 4 weeks later and it just came the day before. yeah right. next time they 'need to order a part', we call 6 weeks later and are told they received the wrong part and had to re order. lie or just irresponsible? doesn't matter to me, still bad business.  christian added to the name is disgraceful for a company that has been less than honest and diligent in completing a job they are paid for. zero stars if it was an option. forget home warranty.  if time off work waiting is money we could have paid for the repairs 5 times by now!"
603,"total lack of internal communication.
after many calls finally got hold of someone in the office. was told will send someone to look at my waranty repair but could not give any date. week later my neighbor called me someone is on the roof. by the time i got home (20 min) he was gone. repeated request to get someone to repair my leak was lost in the front office."
604,"sprung a leak in our water heater hose.was told by the tech that since the pipes coming out of our house were plastic that they needed to be replaced by copper ones to be compatible with the repair process.was also advised that since our water heater was over 6 years old their company policy is that they would only replace it.they would not repair it!the estimate for the new water heater,pipes and hoses was $1,600!we called a few of their competitors and asked them if this was a standard policy among plumbers.one company had a plumber over within an hour who was able to replace just the hose for a fraction of what george brazil quoted for their repair.needless to say we will never be calling this company for anything ever again."
605,"we have dogs, so we stay at la quintas when we travel. most are average quality since they are pet friendly. but this is the worst la quinta that we've stayed at. it is in desperate need of a renovation. the rooms that they had available to us were all smoking rooms. we started off in one room, the smoke smell was so terrible that we requested a different room. they moved us to another room, that was also a smoking room but had less of a smoke smell. instead, it had another awful smell coming from the bathroom. even my 3 year old complained that the smell was ""yucky and gross.""  and the room was dirty! i've included pictures that show stains on the walls and ceilings. 

avoid this place unless you are a smoker. we will definitely not be returning. the one star is for the friendliness of the front staff."
606,"warning - i took my daughter's instrument in for a minor repair ($60 worth).  i was informed it woud take a week up to 10 days. what i was not told is that the they were counting 7-10 business days.  my daughter will not be able to perform this week without the instrument. :( :( :( :( :( :(   it takes a few days or more for the repair center to get to the instrument and evaluate it.  then they need many more days to repair it (it has to wait in line).

tip:  when you take an instrument in for repair, ask for a date range of when these two events will occur."
607,"they are terrible. they seem friendly but do a lousy job. they were called to fix my air conditioner. they came two days later and everything seemed fine. they were here for an hour seemingly doing stuff but on the report they put ""diagnostics"" as the only work done and replaced the thermostat. very shockingly i find the a/c stops working shortly after they ""repaired"" it. so we setup a time for the day after it was ""fixed"" and they cancel on us for unknown reasons and we agree on the next day. next day comes and they dont show up or respond to any communication attempts. 

we will be going with a real company now to fix our problem. do not use these guys. they are not worth the trouble. they seem to pull the same stuff by the looks of the last review."
608,"when the guy wrote our estimate, he said not a big deal just would take time. time is money and george brazil wanted a shiiz ton...like 4500 over what a great local handyman estimated! woohh talk about over head. something to think about just make sure you guys insured and checking bbb isn't a bad idea either..but george brazil is a pass for us!"
609,it smells good inside unlike other casinos where the smell of cigarettes is very obvious. we stayed at the cheapest room and it doesn't look like what it is in their website. room is already old. renovation is needed. it sucks too
610,crap company overall. techs are rude and lack appropriate knowledge. came to my house for a microwave repair and lied to me and my hone warranty company. stay away.
611,"this company is a complete sham! ""jessica"" told me that the compressor for the a/c unit would be covered, they could not get anyone out there for 2 more days (never mind that it was 103 degrees outside when i called). after much frustration and finally having to get the local sales rep involved, they scheduled repair for the next day. only, they would not cover the compressor repair. they have only one repair company that they work with for everything and refuse to extend beyond that one company when it is  too busy. stay away from this warranty company and go with a larger company if you feel you must have a home warranty."
612,"went in for a basic wash, left with a repair bill over $500.  my whole experience was extremely disappointing from the front end greeters to the owner.   i hate dealing with unscrupulous people and businesses."
613,"i can't believe this place is also their repair and parts place for all oster products as well. my blender blew a fuse and i contacted myric to look for a replacement fuse since they were listed as the authorized parts place in calgary for oster products. they were rude and not helpful. to top it off, i couldn't believe that authorized oster parts place in kelowna sold the fuse i was looking for and yet in a city like calgary, we have a oster parts place that didn't."
614,"they finally wrote a letter in response to by bbb complaint that was littered with inaccuracy both in their account of the communication between us and in the way a professional repair facility is supposed to make repairs like this.  

i have replied with documentation from witnesses at the scene to verify my communication to them and have supplied several websites and articles verifying that the procedure they informed the bbb was necessary is categorically false.  

i am awaiting their reply."
615,"visiting sun city elk member. the home members and bar tender were welcoming and kind. it would have been a terrific evening inasmuch as it was karaoke night with a few talented songbirds. however, i'll never set foot in the door again because indoor smoking is allowed unrestricted. no amount of blowing air conditioning removed the 2nd hand smoke stench in the air, on our clothes, from our throats. it's readily apparent the lack of a no smoking inside rule has driven off members because most of the lodge attendees were guests. also showed in the bathrooms and common areas in bad need of repair. no funding for upkeep. pretty sad."
616,"used to be the imperial palace.  it is like a maze in there and it is outdated even though they are doing renovations.  it was very affordable and clean though.  the thing that bothered me was that my window on the 12th floor didn't lock.  not that i would think someone would be stupid enough to go out on the balcony and walk into my room, but in vegas, you just never know!"
617,"this particular location used to have good pizza but i think i'll be going to a different franchise. the pizza has become really thin and hard with hardly any pizza sauce, the new renovation looks good but leaves very little room for customers when busy. there pizza is edible but that's about it."
618,"i'm really confused, is this place actually an active business? on the website they say they are open 7 days a week and that they take walkins everyday from 12-5. yet whenever i try to go, it's closed. there's no sign that says their hours or that they are doing renovations, they are just closed. too bad. i wanted to give them my money. i have also tried calling and no one answers. pretty shitty way to run a business if you ask me."
619,"this location has closed, due to the renovation of station square.  visit them in south hills village or robinson."
620,"we have had 2 repairs on our dryer this week and we are currently awaiting a 3rd repair.  we had to wait 5 days for the first repair, 3 days for the 2nd repair, and it will be 5 days before the 3rd repair which we are hoping will be the final one.  you appear to have a bad batch of parts on your repair truck.  my complaint is that you are making us wait so long between repairs for something that is your fault.  you do not seem to accept that you should consider our problem an emergency when it has gone on this long. routing takes no responsibility for getting anybody out here sooner. the repairman is nice and seems competent but he can only work with what he has in his truck and with the schedule that he is given."
621,"this company is the worst and aimee, heather, and kenny pretty much just vomit promises without standing behind them. we rent a few commercial properties in phoenix and this company is by far the worst to deal with. they send a porter to check the roof and give them a report versus having a professional roofing company come out and make the necessary repairs. if everything is okay, then why does the roof leak? they have been telling me that they are working on the roof for almost a year now and there are still tremendous leaks. every time it rains it's the same story, ""everything was fine when we checked it"". their neglect must be the only way they're making money on these properties. stay away from college park, a property they manage, and be cautious if you must do business with this company."
622,notified gary dircks vie text message on 4/30/18 that there's a water leak. it is now 5/23/18 and it's not yet repaired. my water bill went from $160 to $250 a month. i have notified him of the a secondary leak multiple times also and it's not been resolved. on 4/10/18 gary dircks stated he will have the gate/barrier installed which is a requirement for an inspection. that did not happen until 5/22/18. it took almost 6 weeks!
623,"i wouldn't give any stars if i had the option.  my children and i couldn't even sleep in our home last thanksgiving weekend because there were no bathrooms available for use, nor were there any agents from ""the andrew team"" available to get a plumber to fix it.  to top it off, they charged me for the plumbing and the full rent for a home i couldn't use....there's more.

my initial walk through clearly stated repairs that needed to be made.  my ending security deposit however did not.  they used my security deposit to call a kitchen sink and fix leaky plumbing that was busted long before i got there.  charged me $500.00 for it.  i never once used my dishwasher because of the leak from this kitchen sink which was in my initial walk through as well.  

i will never use anything with this company anywhere on this planet ever again.  i am at a complete loss of words for the criminal acts i have just witnessed and they get away with it because they knew i was first time renter and a bit naive of what was going on.  bullies to boot.  

go remax/ andrew team!"
624,"i requested an estimate at my home for some repairs and new additions to the drip lines. they showed up over an hour late and completed the estimate in the dark. we agreed to the work and on the day of the installation they were a "" no show"". i haven't heard from them since. i should have known better.  very unreliable."
625,"most of the staff have been great! the lady at registration , yesenia was fabulous! ! steve the repair man (our t.v. wasn't working ) was friendly! !! but the girl at the valet pick up window brittany, was so rude! not friendly, was bothered that we even asked for assistance"
626,"today we are without daytime water for the fifth out of eight days. no kidding!

this place is not aging well and the water mainlines are failing. the latest ""excuse"" is that they have tried ""temporary"" repairs, but they don't hold up.

if they would install new mains in parallel with the existing ones, that would fix the problem once and for all."
627,"they had my receiver over a month and did nothing but a ""factory reset.""  i had to keep calling them to get the status every time.  painfully slow!  if you have warranty work it will be less frustrating to ship it to a real repair center."
628,"i gotta give it two not one because i love the medieval times, but this place needs a serious renovation!"
629,"they convinced us of lazyboys famous good name, hence we paid $2800 for a couch and love seat being told of the guarantee.  two years later it's junk.  it's bare bones folks, cheap thin frame (barely) and sunken lumpy cushions.  we had a repair guy here twice and he simply stuffed more foam pieces in a cushion making it more lumpy.  two of the recliners foot rest sit on the floor tight.  if you lean on an arm you  can hear cracking of the  thin piece of wood barely holding this together.  really mad at ourselves for not paying much less for a better quality couch and loveseat. there is nothing too this junky couch. and only two years?   you will be sorry if pay top dollar for this skimpy frame with cushions that will not be firm for long.  waste of money.  so glad we didn't also buy the highly overpriced sofa sleeper."
630,"this place is closed. not sure if its closed for renovations or something else. however, after looking at the yelp reviews i am glad we didn't get to try this place. must've been crappy. wasted my time trying to look for it the other day."
631,"i utilized wade & his company a couple of years ago to have repairs done. capacitor as well as a motor replaced. ""never again""!!! the capacitor was never secured ...laid up against the empty box it came in. i had a rosie on the house certified technician come out to do a tune up in april of this year and disclosed this to me. not only did he share this with me but also informed me of a exposed wire.  no. thanks"
632,"i will never play this course again. for some reason they like to have rocks in their bunkers. as such i now have to see if i can get my 6-iron, that is less than 6 month old, repaired."
633,they tried a bait and switch on a repair that i had brought in and discussed the previous day.
634,"i appreciate that they were quick to respond to a problem that my tenant was having.   however, when i first contacted them and explained the problem i was told that that's an easy fix and a $40 job.  i then get a call the day after the work was done asking me to pay $158!  when i asked what happened to the easy $40 repair i was told that the part was $40.  i told him that the next time he gives anyone an estimate it would be a good idea to include the labor in there."
635,"if there was a way  to rate them with negative stars that would be my preferred rating . from start to finish it was one excuse after another . the only thing that happened on time and accurately was our payment to them . we called and asked them to repair the failing product , again more excuses . and finally they refused to warranty the product , and suggested we pay more to fix the problem . don't use this company they are crooks . now i am paying more to repair it the shoddy job they did ."
636,"update:
just a couple of hours after posting this, they sent me a two line quote for $8100.00 for a 14 seer unit. no mention of brand, tonnage, or what's included.
that's nearly two thousand dollars more than some other companies i've had come out.
think about it. 2 grand. that's nuts.
to add insult to injury, the $8100 is after they deducted $250 for the govt. rebate.  problem? the government rebate currently being offered is five hundred dollars!
would i ever hire this company?
never.
seriously disappointed​.
they have great reviews, but they seem to be mostly for water purification systems. i called because my 19 year old ac system died, and its time for a new one.
the teach came out, and seemed pissed that he wasn't doing a repair.
it's now been a week, and i don't have my quote for a new system.
they may be awesome, but if they don't want to sell me something, i really can't recommend them.
especially since they knew i had no air."
