,0
1977,"i have been a long term client of image sound and control (10 plus years) and am a big fan of their work.  they did the initial high end av build in my house when it was constructed.  since then, besides a few times when electrical components have failed, i have not had any problems with any of their work.  more importantly, when i have needed minor repairs or upgrades, they have always been responsive and knowledgeable.  don and bill there are excellent and i highly recommend them."
1978,"huge life saver! i received a quote on a brand new unit from another contractor and i felt it was really high....really really high. not knowing much about hvac, i asked a friend who referred me to terry at temperature source. i showed him my quote and he was beyond honest with me. 

he let me know a new unit was not necessary and that he could repair the existing unit for a fraction of the cost. i am so glad i didn't take the first quote at face value. he educated me about the business of hvac and how to look for trustworthy contractors. the insight and explanation was helpful and helped build instant rapport.

i would highly recommend terry and his crew at temperature source."
1979,"new roof on my mom's house is amazing.  looks great!  neighbors have made positive comments (and even other contractors have made positive remarks) about the quality job!!

working with the roofing company was awesome! everyone is very courteous. they also did repairs on my my house!"
1980,"we started here in january with guitar lessons for my son and have been very happy with everything. our instructor is excellent, he does a great job engaging my son in learning and practicing. they also sell instruments and do repairs. i'd definitely recommend them. great addition to the mcdowell mountain ranch community!"
1981,we called george brazil about a leak in our shower.  johnny espinoza arrived quickly and assessed the damage and parts needed to fix it.  throughout the repair johnny was calm and professional; our hyper little dog responded positively to his peaceful manner.  he cut a hole in the wall to repair the pipes and attached a new beautiful temperature control plate.  thanks to johnny espinoza of george brazil plumbing & electrical we are enjoying our new shower with no more leaks!
1982,boran was great to deal with and the repair was quick! highly recommend and thanks for making my daughter's day...
1983,"couldnt be happier with my experience! i'm selling my home and had a large list of small things i needed repaired. eric was able to quickly come in, get me a quote, and get a crew in within a week or so. their work was fantastic and i couldnt believe how quickly they got the work done. i've been recommending them to all of my neighbors and will definitely use them for my next project!"
1984,very helpful employees.  they steered me in he right direction and took the time to explain how to complete the repair i was doing on my kitchen sink.   i go here all the time and this is one the main reasons why.
1985,"we worked with abt on our home renovation. they remodeled our bathroom, put in all new windows and sliding glass door. as well as, updating all the electric throughout the home. this company is amazing angie, bob, bridget and all the rest of the people associated with getting our home in tip top shape to move into were fabulous to work with. they helped with everything from planning and designing to making recommendations for what we needed. we definitely will work with them again on future projects."
1986,"kurt is the best!  he's done several jobs for me, and has done excellent work everytime.  he's very personable, and knows his stuff.  he's my go to handyman."
1987,my initial call was returned within the hour. i sent a photo of the issue and received a quote in minutes. the repair was completed the next day as planned and payment was simple online. excellent and easy experience from beginning to end!
1988,"excellent work ! my driver window was stuck down, again,  its very cold and john made time in his busy  schedule to fix the problem, i had it repaired previously by another outfit, but it didn't last, john was on time, fast and did an outstanding job."
1989,"the mattex technicians are skilled in diagnosis as well as repairs. they are prompt, friendly, and their rates are reasonable. i use them both in my home and for the company i work for. i highly recommend mattex."
1990,"i filed a claim with the aroc (arizona register of contractors) and needed three estimates for the repair work. lion contractors made sure everything the aroc wanted done was covered in the contract and did not try to slip any ""extras"" in as necessary work. they also made sure i was aware of issues they found along the way, unrelated to the claim. they explained everything and completed the job in an outstanding manner.  everyone is respectful, not only with me but with each other. it was a pleasure to have them accomplish the work and the workmanship is outstanding. i have recommended them already, and will be having more work done in the near future."
1991,"roger was exceptional in communication from the get go.  first, he came over to check out the jobs so he could let us know pricing.  roger is a very competent handyman!  we were so happy to get all of our little repair jobs done.  i would not hesitate to use roger again!  he did excellent work!"
1992,"my garage door stopped working in the weekend. i called them on the saturday morning and got the same day appointment. ryan is very professional, polite and knowledgeable.  he explained what needed to repair and the different options. i ended up with the lifetime warranty one. i will definitely recommend them."
1993,"our ac unite quite about 6 pm friday in mid august so i called penguin air since my regular company was not able to make it till the next day. penguin air showed up within and hour and got the system up and running for a reasonable price. they saved the day,, or should i say that night. great company to call on when in need of emergency repairs."
1994,mamasan is the best bartender this place has! i liked the old worn down decor better than the new remodel (and not sure why they remodeled everything and left the bathrooms in such disrepair??). love the $3 hotdog & beer deal and its got great character for a locals bar on the strip. always the fav spot after work.
1995,"i had mr. handyman of south charlotte price out a number of items needing attention to our home. they came in right on budget and there technician joe was a true joy to have in our home. his work was incredible and he did his best to keep our home extremely clean while working. 
i most definitely would use them again and again!! keep up the great work!!"
1996,"ramon did a quick and easy timer replacement for me on christmas eve.  we had previously tried replacing the fuse and the transformer, and contacted affordable sprinkler repair when we knew we needed help with trying anything else.  ramon was very polite and professional, and we still definitely call them again for any additional work when needed."
1997,"affordable sprinkler is awesome. i do recommend using affordable sprinkler repair. i had them make a repair last summer to a drip valve and recently i thought that part began leaking again, so i called chris. he came out and discovered it was a new/different leak and made the repair. best of all he honored the warranty from the original repair. the best!!"
1998,"kitchen was remodeled. kitchen is beautiful, but a very small piece of molding needs replaced. there is a hole where it meets the cabinet. called a few times, they said on the list, but never came to repair it."
1999,i had my mazda6 repaired at excalibur.  everyone was super professional and friendly. the repairs were done a day ahead of when promised and the work was great! phenomenal communication too. highly recommended.
2000,this is a great company with great reliable guys.   no matter what the house problems they never let me down and always come up with a fix!    they did our beautiful home renovation 20 years ago and are as reliable on our current small maintenance projects as they were when they walked through our doors 20 years ago.   as a matter of fact a lot of the same people still work there.   it's a great family business!   can't recommend them enough!!!
2001,edit: after my previous review i was contacted by the owner of this company. he has stood behind both his technician and company which nowadays is rare. he explained all issues i had and warranty coverages which sets me at ease knowing i went with the right guys for my repair. it's great knowing they stand behind what they do and don't just push off problems to make a quick buck!!!!
2002,"the seal on my pump was failing, causing the motor to drip water.  k&k came out the next day and fixed it for a fair price.  i usually do my own repairs but now i will make a call to k&k."
2003,"it is a fantastic place, went today, sunday evening, and was by myself and 3 superfriendly young guards. i go swimming daily in every city i have to travel to and this was the best since a long time. clean water, good size, no frills (means all you want, but admittedly it needs a renovation). what agem folks, go as often as you can to keep it open."
2004,"jose came out today to check our drip line system. he was quick, efficient, knowledgeable and very friendly. highly recommend affordable sprinkler repair.  awesome job!"
2005,"our inspector was curtis.  he was professional, friendly and extremely knowledgeable! since the house was only 4 years old we were deciding if we even needed an inspection.  so glad we went ahead and hired ais.   curtis took photos and walked us through everything that needed repairs.  thanks so much, couldn't be happier!"
2006,"just in time before my chip grew too big to repair.  i got lucky on this one, timing was on my side for today."
2007,"wow!!! this is my first review where i wish i could give more stars. i called and spoke to john at 2pm today. he could not get my job  done because he was completely booked, and tomorrow he was leaving town. i told him i understood. we talked about a temporary fix, no go. bottom line, he came out to my job and did an excellent repair at a very fair cost. i could not be happier!!! thank you, john!!! i am grateful!!!"
2008,"quick, skillful, and professional. they did a great job on some repairs and i couldn't be happier. thank you"
2009,"absolute pleasure to have such a reliable and affordable company.  justin is a gem, he's like your good neighbor next door, very honest and helpful.   after using so many different companies and always feeling like i am being taken for a ride because i am a female ; i have finally found my handyman.  thank you justin!!!"
2010,"i hired turn it on electric based on their reviews. there was some damages from their original install, but the owner came out to inspect it and had another contractor come out to fix the repairs. i would recommend using them, the employees are friendly and professional, especially pedro who came out to finish the job, i would highly recommend him for all of your electrical needs, pedro is very friendly and professional and went above and beyond to make sure i was completely happy with the job."
2011,"the renovation is now complete, and this location now has baked blue corn tortilla chips, although they were out last time i was there. if only they could get in some more of that 2006 hunter ashby merlot."
2012,"parkside villas has been home for my family since 2008. love the location, the staff has always been friendly and maintenance has always been on it with repairs."
2013,"this place is awesome. not only did they repair it quickly, but everything was completed professionally and properly. i highly recommend them."
2014,"i would recommend gabe. i hired him to do a few minor (for him) plumbing jobs. he went above and beyond what i asked him to do (at no additional charge). 

i gave him four stars (not five) because we did talk about getting a new hot water heater installed and he gave me a verbal quote of about $700 to $800 (as did some other reputable plumbers who i talked with later). i don't know why plumbers charge so much to install hot water heaters... i ended up going to home depot and buying one for $250 and had a handyman install it for $100."
2015,"contacted several handymen to do a couple of work for me at a rental property in inspirada. paul was the only one that responded. he did a great job. he is prompt, reliable, and his rates were great. too bad he doesn't do work in las vegas. but i can understand why. he would not be able to be a good handyman if he is all over the place. i would definitely recommend him to anyone and use him again! thanks paul."
2016,"our refrigerator was leaking and we couldn't figure out from where. i was trying to avoid spending money on a repair company, as i like to think of myself as a jack of all trades, and tried everything to fix it myself.  i quickly realized that refrigerators are beyond my level of expertise and came to terms that i needed a professional.  ilya was exactly that, ""a professional"", he showed up on time, got straight to the point and within an hour all my headaches with the leaky fridge were gone.  he changed some seals and worked some magic and he was on his way.  ilya was great and the cost was great too. if anything breaks again, i'm calling him right away and not even going to try and tinker with it myself. 

thank you!"
2017,"great selection and staff. if they don't have it, they can find it - otherwise they can work at making it.  excellent repair work."
2018,"120 degrees. sunday evening.  fathers day.  you guessed it, the a/c at my rental property is making funny noises.  can the timing possibly get any worse? 

i called dukes around 500 pm and the issue was fixed by 815 pm.  i am happy, the tenant is happy. win win for everyone.  i was kept abreast of the repairs and received a thorough report from john, who was professional and friendly.  

i would highly recommend arizona dukes of air."
2019,"brian came out to give me an estimate on replacing a big bay garage door at my work.  he looked at the door and asked "" why are you replacing it?""  i was told by 2 other companies that it needed to be replaced and was given estimates to do so.  about 1 hour later he had the door repaired.  it has been weeks now and the door works great.  i will be recommending them to friends, family and customers.  thank you brian and the guys at smokey's garage door for being a great honest company!"
2020,"5 stars! i gotta tell ya these guys are the best. a stand up company who stands by their work. hoa ignores roof issue, so we bypass hoa and go straight to complex' contractor. dennis and randy repair, fix in no time. recent rains brought another issue (not porter's fault) and owner dennis appeared within hours to look at damage and offered to go beyond what we expected.  hire them."
2021,"i must say paul is awesome!   i had been calling around the henderson, nv area looking for help with fixing a very small issue - a window blind that was stuck and would not pull down. the persons living in the property wanted it fix.  period.   i recently brought the property and do not live in the area and do not know anybody in the area, so i just looked on yelp and saw the great reviews for paul's small job and reached out.  i had been looking for weeks, either my calls not returned or was rejected because the job was just way too small and not worth the effort (i was told).

paul returned my call, arranged to take on the small job, completed it in the time frame he said he would, and kept me updated at each step of the way!  i am sooooooooooo impressed by his professionalism, consciousness to do a good job, and his great communications skills!   my tenants are happy and so am i.  

he is my handyman from here on out!  and i will highly recommend him!!!!

debra"
2022,"my ipad mini had to have the charging socket and called 3 or 4 places for repair. every place told around 5 to 7 days and $100 to $150 charge. 

called these guys and they were able to fix it in an hour and charged only $50.

amazing work."
2023,"this is the second time i have rented from black and cherry. their team is top notch, i never have a problem with repairs and they always have people on hand after hours to help us when we need it. i am so thankful i found black and cherry and i wouldn't rent from anyone else!"
2024,one of the best places to dine out in charlotte. the renovations were well worth the wait. you have to try the meat lasagna!
2025,"showers need serious repair, but free shuttle to the strip and decent casino next door, very friendly owner and staff."
2026,"i can not say enough good things about these guys. i had them out in 2011 to repair our freus system which they had to almost completely rebuild due to lack of use because the house was vacant for many years. fast forward to 2017 and it's having problems again. they came out same morning and figured out the problem and didn't even charge me!
they are amazing!!!"
2027,"brandon came to our home today to repair pet damage my little fur baby did to the threshold of my room. he was very polite and professional, introduced himself and didn't make things awkward. he held a conversation with me and answered all questions i had. definitely knew what he was doing with his 12 years experience and you can't even tell where the damage was done! highly recommend this company!"
2028,called saturday.  dryer repair done 11am monday.  tech was honest and knowledgeable about brand.  job done quickly and efficiently.  will use these guys again.  might not buy another samsung dryer though.
2029,"a very impressive company with outstanding associates in the field!   i just had the pleasure of meeting two employees of larson air conditioning, victor ramirez & lyle, and i was totally impressed with their professionalism, their courtesy, their knowledge of what needed to be done....and the speed with which they attended to the repair and headed out to their next stop.  these are top flight pro's and if you need hvac work, i urge you to give them a shot.... you will not regret it."
2030,"when i learned that part that i needed for repair would not be available for couple months, corey offered to ""temp"" fix my window at no charge!  can't say many other places would do the same.  great guy!  down to earth and very knowledgeable!  will recommend to all my friends."
2031,"wow!  thank you yelp!  and thank you tommy and a1.  i made an appointment last week on-line for 1 door repair and inspection of the other. i received prompt confirmation of the appointment and then the most amazing notification text this morning that introduced our technician, shane d, and included for our safety, was a photo and a little about shane.  i thought that touch was especially thoughtful.  the professional assessment, quote and subsequent repairs exceeded our expectations.  

i can't recommend them enough for their professional communication and workmanship. this town is about referrals and word of mouth (verbal or written) and i encourage you to look or read no further thank a1!!"
2032,"it's not often anymore that you find a reliable a/c professional who is on-time, honest, dependable, and patient with his customers.  mike and his team quoted a job for me and went the extra mile to see that it was done right, and on budget.  they knew about my construction deadlines, and worked until 10pm on a friday night in order to keep me on schedule.  i would highly recommend affirmative air for your air conditioning repair needs, or in my case, a quad-zone mini-split install.  a+ in my book."
2033,"amazing gym, super friendly staff, great atmosphere. if something needs repaired, they are on it. if you drop a suggestion it's done. been going for over 6yrs, wouldn't go anywhere else!"
2034,"i needed a repair done asap, and jb was able to do it within hours. the work was solid, fast, and very reasonably priced. he's on my speed dial now. seriously, hire this guy."
2035,"we worked with greg. he was fantastic, helped us decide on wood shutters for our kitchen and the installers were really great too. we didn't pay until our shutters came in and greg kept in touch with us. while he was here we thought we were going to have to get new blinds in our living and den area too. nope! greg called up a friend who does repairs and hence we got those fixed for 100$. this allowed us to be able to afford the kitchen shutters, something we have wanted for a while. he treated us like friends and we were so thankful! highly recommend and we woudl use again for sure!"
2036,"yum. filling, juicy burgers and fries that will make every mcgill skinny girl thick af. quick bite around mcgill, although its been closed for renovation fo a while now. can't wait for it to reopen though, great if you wanna grab a bite close to campus."
2037,"yeah this is my first time in the gym 
i love it 
i know need some repairs but i still love it 
there's nice people like vanessa thank you"
2038,"i have a baldwin dc 100 baby grand piano, that suddenly had power failure. i was referred to 911 keys & sound from another reputable piano repair place. alex told me upfront what the initial charge would be. he was very courteous, helpful and was able to repair the piano to my surprise on the first visit.  saving me more time and money.

i definitely would use 911 keys & sound again with confidence."
2039,i hired certapro painters to paint the exterior of my home and the block walls. they did a fantastic job. they were professional and very good at communication. reasonable pricing too for excellent quality. my exterior stucco needed a lot of repairs. you would never know it now. i highly recommend them.
2040,"randy's is highly recommended. after purchasing and (subsequently breaking) a specialty tool, necessary for a repair, a friend recommended randy's and they got us out of a bind. they were incredibly knowledgeable and helpful. they had us in and out in no time."
2041,i have had this company out two times and their work is great. they never try to fix things that don't need to be fixed but do proved suggestions. i will continue to use this company for all my sprinkler and lawn repairs.
2042,"simply put, handyman matters is a company you can trust. i've used them many times, and each handyman gets the jobs done in a timely and professional manner."
2043,"creative, talented, innovative, cooperative, sensitive, friendly, thoughtful- all words used to describe the wonderful work done by chad rothe and team at lightform lighting. happy as larks with the lighting in our renovated home after 6 years. still enjoying the variety of lights and overall lighting design for our contemporary renovation. chad listens and delivers!!"
2044,we love living at latitude especially with all of the new amenities and renovations. the staff is friendly and responds to the best of their abilities to accommodate our maintenance requests or questions. our neighbors have become our friends. we have a blast doing events and activities and are always meeting someone new. latitude isn't perfect but then again no place is. but things are definitely looking up at latitude!
2045,"can't say enough about the amazing work done by jennifer and her team. my townhouse was in desperate need of attention, and required a lot of fill work/wall repairs and then new paint on 20 ft vault walls/ceilings and all trim repainted.  the team turned it around ahead of schedule and the unit looked brand new. all of this would have been enough, but on top of that, the crew was great with communicating, were polite, courteous and timely, and cleaned up everything like they were never even there.  i would highly recommend action painting pros to anyone who wants the best.  thanks jenn and team!"
2046,amanda b at vanity is awesome! i was in from vegas for only two days and she is the only stylist i could find in scottsdale that knows how to do beaded weft extensions. i needed a repair on just one bead and she completely hooked it up. plus she was super sweet. thank you!!
2047,"brandon, the technician arrived withing the scheduled time, was very cheerful and after first discussing the problem with him (had an electrical short on our roof-top trane heat pump), was quickly up on the roof diagnosing the problems.  he found a burnt relay and a wire shorting to a copper coolant line, and quickly solved both problems within one and a half hours.  the cost of repair was very reasonable and saved another $35 using the angies list repair coupon.  my present hvac company sent 5 tech's on 4 appointments and couldn't solve the problem !  brandon did it in 1 !  great job brandon, we're switching to schiller h&c !"
2048,"was looking for a reputable place to take my '04 land rover discovery--which parts can be expensive for. 

never had a bad experience here. ali always gives me a fair deal on parts and is always up-front and honest about what the repairs will cost before they do any work. 

i've always received a friendly and professional attitude from these guys. i highly recommend ali and his team."
2049,i wish i knew about this company when i purchased my ac system. the owner made the repair call today. he was honest and fair. he clearly communicated the issue and what we can do to prolong the life of our system. it is refreshing to have a honest and fair repair company.
2050,"thoroughly went through all of our options and explained what was wrong with our system. included detailed pictures and pricing options, from a simple repair option to new unit options. ended up installing a new unit...work was all done in 1 day and the difference is amazing. very professional and pricing was better than the 2 other companies that we had quotes from concerning a replacement unit. they beat one well known company by over $1000! highly recommend this company!"
2051,"they not only matched the work and paint perfectly so the repair looked like it was never there, but they were fast, affordable, friendly and knowledgeable.  i will be using them again and i would highly recommend them to anyone who needed dry wall work or repair and painting."
2052,"this location had been a absolute gem!

honest, straightforward, courteous, i could go on and on about travis and the team.

highly recommended for any repair they can handle."
2053,courteous. professional. on-time. honest. great repairs. jaw-dropping low repair bill. highest recommendation.  very happy customer!  definitely recommend.
2054,we recently had apes apace come over for a repair through our home warranty.  we had an excellent experience with destry! he was very thorough and informative. he also has attention to detail.  he was really determined to fix our range with precision so it would work perfectly.  we're very impressed and will keep apes on file for future use!
2055,thank you wesmor!!  great company!!  they came and quickly figured out where leak was coming from.  we are very happy with the repairs.  we will use wesmor again if the need arises.
2056,"7 years ago i had them replace my ac unit at my home.  i was happy with them at that time.  but over the last two days i have become a very happy customer.   my ac unit went out on thursday.  i called them at 4:15 in the afternoon.  they had someone out at my house less than 2 hours later.   he found the problem and told me that my unit was under warranty!   i thought that my warranty had expired! he did not have the part to fix it (understandable)  i got a call the next morning at about 8am letting me know that they had got the part needed.   a time was set from 10:30-1:00 that day for the repair.   i just asked for a call 30 min prior to the tech getting there as i was going to have to leave work.  i got the call only 15 min before (the only thing i am not happy about)  when i got home my ac was working again less than 24 hours after it stopped working.  both techs that came out were professorial  (kasey,  antonio)."
2057,they repaired a broken strap on a deceased family member's beloved briefcase. beautiful job on the repair and the reconditioning too! very nice staff!
2058,i had issues with my dimmer switches. michelle came by and told me quick ways to rectify them and did not let me pay her for her time. only asked that i keep her in mind for any future repairs. much appreciated!!!
2059,jason made a top quality irrigation repair for me. i was treated more than fair. highly recommend them.
2060,"dawn was extremely friendly and explained everything that needed to be completed on my truck prior - and offered options on the work - what was needed asap and what could wait.  family business with great professionalism, good prices and the repairs they completed made my truck run much better.  thanks!"
2061,"awesome experience with e &j. so glad i called them to fix my fridge. ernie came in and did the quick diagnosis, evap was broken on this 3 year old top of line kitchen aid refrigerator. 
he called up and arranged the warranty part on his own and arranged it to be installed by johnie (another awesome worker) the next day. will only be using e&j from now on for any repairs or issues. thank you ernie and johnie!"
2062,"air conditioning stopped working at 630pm. i called at 645. return call at 7. air conditioning working at 8:15. overall very professional, courteous, and quick. i will call them the next time my air conditioner breaks. special thanks to repairman mike."
2063,"alan s plumbing came to my house today to repair my water heater and check on some slow drains.  they came within 30 minutes of me calling my home warranty company.  lance was very professional and thoroughly explained what he was doing.    i appreciate all the information he gave me, and  i definitely recommend this company!"
2064,"we looked for a long time for a competent, reliable handyman before we found kent. in the last two years kent has made multiple trips to our house fixing plumbing, electrical, lighting and other items. he has always been reliable and  does  quaiity work for a reasonable fee."
2065,"i just stopped in quickly to have a necklace repaired, and matt was fantastic! he was extremely helpful and knowledgeable, and he was able to fix my necklace very quickly. it was a pleasure working with matt, and i will definitely be returning with more jewelry to be fixed. i highly recommend this location!"
2066,"my drip line irrigation developed a crack and started leaking.  thankfully, ramon from affordable sprinkler repair was able to sort things out and fix the problem.  ramon also helped me with some problems i was having with my irrigation timer.  i will use affordable sprinkler repair again if i have a problem."
2067,"a few weeks ago my air conditioner was making an extremely loud noise and cold air wasn't coming out of my air registers so i called penguin air to take a look. turns out my blower had gone out and wasn't blowing air.

the technician was able to get the part quickly and had it repaired in a little more than an hour. 

turns out it was my fault, i hadn't changed the filter in a ""long"" time and the blower was having to work harder which caused it to fail. the tech had a filter on him so we changed it on the spot.

overall a really good experience with penguin air and would definitely recommend them."
2068,"i am visiting charlotte from arizona and was in need of a lash fill/repair. i found lala lashes on google maps and i'm so thankful i did. 
charryse is professional, friendly and fast!
she asked me important lash questions proving she knows her stuff (brand i had already, length i had already, style i had already) and even though i didn't have any of the answers she didn't make me feel bad about it... just jumped in and gave me the prettiest lashes ever!!!"
2069,"we called another company and they told we had to replace the whole roof, we were just about to do that when a friend told us to call porter roofing. dennis was very professional and told us that we only had to repair the damaged portion, he saved us about 8,000 because he told us the truth, and was not out to just take advantage of us like some companies that are just chasing the money"
2070,"my daughters and i moved into the current rental in march of 2016 and have had the best luck.  we have had a couple of repairs and they were completed in a very timely manner and mario and renee have been nothing short of kind wonderful to work with. 

jp in gilbert"
2071,"i highly recommend coming here if you need any sort of audio repairs done. i came in here with an urgent and time sensitive repair and they were able to fix it in less than 24 hours. no fuss, very professional."
2072,"great, unique atmosphere...beautiful sunsets on the waterfront patio. can't wait for the official grand opening when the inside renovations are complete. :)"
2073,"ramone came out on new years eve to diagnose and repair a sprinkler for us. it was early and freezing and he worked hard, with a great attitude. we've also had another major repair from affordable sprinkler repair and they were prompt, kind and professional. thank you!"
2074,i had a beloved antique monks bench repaired. it was damaged in a recent move from germany. it was very easy to work with them from the beginning. i sent a picture and had a quote within 30 minutes they did a great job and highly recommend.
2075,"these are great guys and i am really happy to give them my business and to post this review.  they repaired my 22 year old unit.  responded the same day, had all the parts on the truck, and repaired the unit.  the two technicians got up into the hot attic, and took several photos of the air handler unit for my review.  we all agreed i need a new unit, but the repair will last through the 2017 summer.  support these guys, you will be happy.  thank you, alien!"
2076,"fast work. a bit pricey but they get the job done well and worth it.  if you don't have the luxury of time to wait for a repair, go here."
2077,"wanted to share my thoughts about phil's home maintenance as they have done a lot of great work for me over the past year.

i actually found out about phil's from one of their employees who is related to a friend of mine.  phil's can do a lot of general ""handyman"" type things.  i have asked them to do a variety of tasks for me in the past, including:
 - indoor/outdoor painting
 - grouting
 - caulking and sealing
 - changing out hardware
 - installing lighting
 - tile cutting

phil's charges a trip fee that includes your first 30 minutes of work.  you pay based on the amt of time that they spend on your job and any supplies that are needed (they have a well-stocked truck that enables them to do lots of stuff at your home).

i highly recommend phil's home maintenance for all your small jobs around the house!  they make a great handyman!"
2078,deadbolt for my front door was broken so i called to have it repaired and the lock was fixed same day so i highly recommend using this company
2079,"i love this place. this is the best repair facility that i have ever been to. they are supper professional. the work was amazing. i couldn't even tell anything happened to my truck after they were finished. 

i would recommend this place to everyone"
2080,came here with my tour group and was pleasantly surprised. the excalibur has undergone some recent renovations. they have included a kids arcade complete with fairway games. the rooms are well-appointed and they've simplified to a simple shower rather than a shower-over-tub. probably one of the more family friendly resorts.
2081,"great work and a reasonable price. i was in and out in less than an hour for both window repairs. very knowledgeable and took the extra time to show me what went wrong with the motor and regulators in my windows.  highly recommend,  already spread the word to a couple friends!"
2082,10/10 company. ray and tatum are experts with home renovations and have great personable skills. their company has done several home projects for clients of mine. they can do something as simple as repairs all the way to building you your own custom home. when you think general contracting.. think ray ouellette.
2083,"can't say enough positive things about the quality of the work. exceptional. professionalism was appreciated as well. here is what accomplished: installed attic ladder above garage including trim around opening, installed decking for storage above garage, replaced attic fan with quieter and more efficient and more powerful version, installed decking above main portion of the house, installed hanging storage racks in garage and installed garage organizer wall mounts to hold brooms, rakes etc. i now have used the new storage capacity at our house to empty the double storage unit saving almost $300 each month that we got 6 years ago thinking was for one summer. i should have hired handyman matters 5 years ago!"
2084,don was a total professional when he repair our shower and connected our patio water.  this company is fantastic and very responsive when called.  i would recommend this company totally.  great job!!
2085,"i recently used kal to paint a few houses that were left to me by my parents that i was trying to sell.  i am a younger guy, and have never dealt with anything as big as trying to repair three homes and get them prepped for sale, but i have to say kal went above and beyond the call of duty in keeping the projects affordable, as well as guiding me through what should be done, all while making the houses look great. his communication was fantastic and he was very helpful in giving advice to keep costs down. he also made a few other improvements to the houses that were not even painting-related, he is just a kind hearted person who wanted to help where he could.  he painted a total of three houses for me, and all were completed in a timely manner.  we actually came in under budget on what he originally quoted me due to his good business sense.  i would highly recommend kal to anyone who needs painting done in the area, and i will be using him again for any future projects."
2086,"we had an issue with the outside electrical involving the main gfi and 2 other outdoor outlets. we are so impressed with his ability to troubleshoot, find the problem and make the necessary repairs that i had to express it on yelp. what a"" great representative"" tap electric has in raul...he exceeded our expectations
paul & liz"
2087,"sibo has been doing electrical work for me for years.  i just signed up for yelp, so i thought i'd give them a shout-out.  their pricing is fair and they are always reliable.  i've dealt mostly with dean, who is very knowledgable.  their quality is top-notch.  over the years, they've installed ceiling fans for me, an attic exhaust fan, exterior lighting and other electrical repair work.  i'd recommend sibo to anyone."
2088,"the guys at affordable sprinkler repair are amazing. they made an appointment quickly and showed up right on time. i had a very simple repair, and i appreciated that they didn't make me feel dumb for not realizing my relief valve was off.

i would recommend them to anyone."
2089,"this spot is closed for renovations. from peaking in the front window, looks like they are doing some extensive work, so it might be shuttered for a while."
2090,aaron just finished up a small repair for me and did a great job. highly recommended. i had a hard time getting someone out and actually follow thru with estimates and doing the work. aaron came out and did what he said and when he would do it.
2091,"this is an update of the negative review i posted about cool air now ac repair (canacr) on september 9, 2015, here on yelp.

on friday, september 11, 2015, a mr. tim naas of canacr called me.  he said that he had become aware of my dissatisfaction, and that canacr wanted all of their customers to be 100% satisfied with their employees' work.  therefore, he said that since i was not 100% satisfied, he would send me a full refund of the $200 i paid canacr.  when i returned friday from a temporary duty assignment in san diego, i had a 100% customer satisfaction check in the amount of $200 from canacr.

thank you mr. naas and cool air now ac repair for doing the right thing."
2092,"came here with a bum truck on the way home from family road trip...scott and his crew hooked us up with a repair lickety split. even gave us $ off and pez dispensers for all 3 kids! it was such a relief in such a crappy situation. thanks for helping us out and sending us on our way. wish you'd warned us about the lv traffic :) jk
ps - they even called us the next day to make sure that we made it home to california safely.  doesn't get much better!  thanks again!"
2093,"we had a great experience with affordable sprinkler repair. ramon came and fixed 2 leaks. i used to ask mexican guys who used to come over to cut my palm trees for any repair, but they stopped coming. this was the first time i had to call for sprinkler repair. it was very reasonable and he fixed it very quickly.  i will recommend them if anyone needs sprinkler repair."
2094,thank you alex! always fast and very affordable! i've had three boots repaired here and he is truly a life saver when it comes to a broken heel!
2095,i have lived at bermuda terrace for a year and a half and have enjoyed living here with the friendly staff and great neighbors. kendall is very quick with any minor repairs that are needed and the grounds are maintained to luxury living standards.
2096,"amazing communication and they make it so easy and convenient to get the work scheduled. you can trust that they will show up when they say they will. i strongly recommend this company for any type of handyman work , 5 stars all around."
2097,everyone was professional and  courteous..! and did a great repair job.. will recommend anyone of my friends to come to this place.
2098,"tanya arredondo- i've been living here for over 10 yrs i can honestly say that i love this place!!  this place has a sense of family. the staff is very friendly and the maintenance crew do an excellent job at fulfilling my repair request in a timely manner but the most important thing is that i feel very safe living here i've come home from work at all hours of the night and always see a security guard walking the grounds , i would highly recommend living here"
2099,they are just amazing! i just moved here from socal and my husband is away for work. our shock needed repair and i didn't know where to go. my neighbor suggested i try knuckle busters and i am beyond glad i did. they fix it on the spot and hooked me up! their staff is amazing and helped me out when i truly needed it. there is no other place i'd go. thank you knuckle busters you made my day!
2100,"andy b was awesome.  very prompt in his arrival, diagnosis and repair.  very courteous as well."
2101,i was in need of an umbilical hernia repair and went to a couple physicians for consultations. shawn made me feel the most comfortable and left me with no questions about the procedure. shawn and his staff at chandler hospital were great and very comforting. i had a mesh put in laparoscopically and have my 4 week anniversary of the procedure tomorrow... i would strongly recommend him for any hernia repair. a++ and very personable and professional!
2102,"i am pretty handy with guitars, but mine (not purchased there) was cutting out.  i replaced a few things and finally conceded i was in over my head.

i took it in and within 24 hours it was returned to me fully functioning.  more importantly, the cost of the repair was only $20.  i am not suggesting the average repair for a guitar would be anywhere near $20 bucks.  what it does tell me though is they don't take advantage of a situation if the repair is minor on their end."
2103,"we had a great experience with dana and dennis when looking for a 4runner for our son.  they were easy to deal with, followed through on all repairs  they promised to complete prior to our purchase and did not pressure us.  highly recommend."
